pannot	n_pair	omega	omega_se	omega_p	cov	cov_se	cov_p	cor	cor_se	cor_p	ecov	ecov_se	ecov_p	ecor	ecor_se	ecor_p
pAN:proxy_0_1000_ld_n100_p100_maf_all	231060	1.7099810065701604e-06	6.866324383736355e-06	0.8033307887195094	0.3951082229614258	1.5865328311920166	0.8033307732474084	-0.03512405976653099	0.13175822794437408	0.8033307732474084	0.0	0.0	1.0	0.0	0.0	1.0
