pannot	n_pair	p_causal	omega	cov	cor	ecov	ecor
pAN:proxy_0_1000_ld_n100_p100_maf_all	231060	0.9802994893101359	4.838522409573988e-06	1.1228588591709985	0.4667334918134638	0.0	0.0
